,id,latitude,longitude,track_id,time
7850,9173,-10.944220800000002,-37.05151881,132,2015-02-12 14:54:38
7860,9183,-10.94279902,-37.05097086,132,2015-02-12 14:55:33
7870,9193,-10.94109958,-37.05062801,132,2015-02-12 14:56:29
7880,9203,-10.93651661,-37.05042318,132,2015-02-12 14:57:25
7890,9213,-10.93228286,-37.04816356,132,2015-02-12 14:58:22
7900,9223,-10.92994073,-37.04542649,132,2015-02-12 14:59:19
7910,9233,-10.92476498,-37.04376926,132,2015-02-12 15:00:18
7920,9243,-10.92009177,-37.04604402,132,2015-02-12 15:01:17
7930,9253,-10.91842858,-37.04662857,132,2015-02-12 15:02:15
7940,9263,-10.91395045,-37.04774298,132,2015-02-12 15:03:11
7950,9273,-10.91075477,-37.04777124,132,2015-02-12 15:04:05
7960,9283,-10.90689635,-37.04812881,132,2015-02-12 15:05:01
7970,9293,-10.90264667,-37.04821355,132,2015-02-12 15:05:58
7980,9303,-10.90245495,-37.05007766,132,2015-02-12 15:07:01
7990,9313,-10.90303279,-37.05268874,132,2015-02-12 15:07:56
8000,9323,-10.89943941,-37.0527961,132,2015-02-12 15:08:52
8010,9333,-10.89673296,-37.05337436,132,2015-02-12 15:09:56
8020,9343,-10.89675251,-37.05335022,132,2015-02-12 15:10:56
8030,9353,-10.89675443,-37.05335514,132,2015-02-12 15:11:49
8040,9363,-10.89671723,-37.05329316,132,2015-02-12 15:12:50
8050,9373,-10.89655859,-37.05333854,132,2015-02-12 15:13:48
8060,9383,-10.89670671,-37.05357593,133,2015-02-13 03:12:08
8070,9393,-10.89671542,-37.0534674,133,2015-02-13 03:13:03
8080,9403,-10.89622922,-37.05331703,133,2015-02-13 03:13:59
8090,9413,-10.895255800000001,-37.05143954,133,2015-02-13 03:14:56
8100,9423,-10.89592519,-37.05118378,133,2015-02-13 03:15:50
8110,9433,-10.89933327,-37.05062937,133,2015-02-13 03:16:46
8120,9443,-10.901648,-37.05034044,133,2015-02-13 03:17:40
8130,9453,-10.90285229,-37.05044349,133,2015-02-13 03:18:38
8140,9463,-10.90420804,-37.04879777,133,2015-02-13 03:19:32
8150,9473,-10.90778405,-37.04810870000001,133,2015-02-13 03:20:27
8160,9483,-10.90895492,-37.04804416,133,2015-02-13 03:21:22
8170,9493,-10.91400659,-37.04786517,133,2015-02-13 03:22:19
8180,9503,-10.92001068,-37.04619239,133,2015-02-13 03:23:23
8190,9513,-10.9243808,-37.04438867,133,2015-02-13 03:24:20
8200,9523,-10.93031087,-37.0462523,133,2015-02-13 03:25:19
8210,9533,-10.93174338,-37.04792351,133,2015-02-13 03:26:14
8220,9543,-10.93474585,-37.05038725,133,2015-02-13 03:27:09
8230,9553,-10.94031718,-37.05099091,133,2015-02-13 03:28:05
8240,9563,-10.94997504,-37.05164979,133,2015-02-13 03:29:05
8250,9573,-10.95465171,-37.05307443,133,2015-02-13 03:30:01
8260,9583,-10.95465197,-37.05307378,133,2015-02-13 03:30:55
8270,9593,-10.95465205,-37.05307332,133,2015-02-13 03:31:49
8280,9603,-10.95483772,-37.05344225,133,2015-02-13 03:32:46
8290,9613,-10.95200324,-37.06109387,133,2015-02-13 03:33:44
8300,9623,-10.94993937,-37.06987228,133,2015-02-13 03:34:42
8310,9633,-10.94975955,-37.07162343,133,2015-02-13 03:35:58
8320,9643,-10.94980547,-37.071606700000004,133,2015-02-13 03:36:53
8330,9653,-10.94980408,-37.07160721,133,2015-02-13 03:37:49
8340,9663,-10.94980311,-37.07160922,133,2015-02-13 03:38:48
8350,9673,-10.9498021,-37.07161079,133,2015-02-13 03:39:50
8360,9683,-10.896938333333301,-37.079606666666706,134,2015-02-14 10:28:54
8370,9693,-10.897045,-37.0797916666667,134,2015-02-14 10:29:48
8380,9703,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:30:41
8390,9713,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:31:34
8400,9723,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:32:26
8410,9733,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:33:20
8420,9743,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:34:13
8430,9753,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:35:06
8440,9763,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:35:58
8450,9773,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:36:51
8460,9783,-10.897093333333302,-37.07970833333329,134,2015-02-14 10:37:44
8470,9793,-10.897118333333301,-37.079685,134,2015-02-14 10:38:39
8480,9803,-10.897113333333301,-37.07969,134,2015-02-14 10:39:37
8490,9813,-10.8971166666667,-37.0796983333333,134,2015-02-14 10:40:28
8500,9823,-10.8971166666667,-37.0796983333333,134,2015-02-14 10:41:22
8510,9833,-10.897089999999999,-37.0797066666667,134,2015-02-14 10:42:15
8520,9843,-10.897086666666699,-37.07974,134,2015-02-14 10:43:08
8530,9853,-10.897096666666698,-37.0797466666667,134,2015-02-14 10:44:00
8540,9863,-10.897096666666698,-37.0797466666667,134,2015-02-14 10:44:55
8550,9873,-10.897135,-37.0796816666667,134,2015-02-14 10:45:48
8560,9883,-10.897135,-37.079623333333295,134,2015-02-14 10:46:42
8570,9893,-10.897135,-37.079623333333295,134,2015-02-14 10:47:34
8580,9903,-10.897098333333302,-37.079705,134,2015-02-14 10:48:27
8590,9913,-10.897108333333302,-37.07973,134,2015-02-14 10:49:20
8600,9923,-10.897111666666698,-37.0797016666667,134,2015-02-14 10:50:13
8610,9933,-10.897108333333302,-37.079733333333294,134,2015-02-14 10:51:05
8620,9943,-10.897106666666698,-37.07973,134,2015-02-14 10:51:57
8630,9953,-10.896953333333302,-37.0795766666667,135,2015-02-14 10:28:59
8640,9963,-10.897053333333302,-37.0797883333333,135,2015-02-14 10:29:25
8650,9973,-10.897045,-37.0797916666667,135,2015-02-14 10:29:53
8660,9983,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:30:20
8670,9993,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:30:47
8680,10003,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:31:12
8690,10013,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:31:39
8700,10023,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:32:06
8710,10033,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:32:58
8720,10043,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:33:52
8730,10053,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:34:45
8740,10063,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:35:37
8750,10073,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:36:30
8760,10083,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:37:23
8770,10093,-10.897093333333302,-37.07970833333329,135,2015-02-14 10:38:17
8780,10103,-10.897125,-37.0796816666667,135,2015-02-14 10:39:15
8790,10113,-10.8971166666667,-37.0796983333333,135,2015-02-14 10:40:08
8800,10123,-10.8971166666667,-37.0796983333333,135,2015-02-14 10:41:00
8810,10133,-10.897089999999999,-37.0797066666667,135,2015-02-14 10:41:54
8820,10143,-10.897086666666699,-37.07974,135,2015-02-14 10:42:46
8830,10153,-10.897103333333302,-37.0797433333333,135,2015-02-14 10:43:38
8840,10163,-10.897096666666698,-37.0797466666667,135,2015-02-14 10:44:34
8850,10173,-10.897123333333301,-37.0797033333333,135,2015-02-14 10:45:26
8860,10183,-10.897145,-37.07966333333329,135,2015-02-14 10:46:20
8870,10193,-10.897135,-37.079623333333295,135,2015-02-14 10:47:13
8880,10203,-10.897111666666698,-37.079691666666704,135,2015-02-14 10:48:05
8890,10213,-10.897111666666698,-37.07974,135,2015-02-14 10:48:59
8900,10223,-10.897111666666698,-37.0797016666667,135,2015-02-14 10:49:52
8910,10233,-10.89713,-37.0797266666667,135,2015-02-14 10:50:44
8920,10243,-10.897106666666698,-37.07973,135,2015-02-14 10:51:36
8930,10253,-10.89717,-37.079685,135,2015-02-14 10:52:28
8940,10263,-10.89715,-37.0796983333333,135,2015-02-14 10:53:21
8950,10273,-10.897110000000001,-37.0797033333333,135,2015-02-14 10:54:14
8960,10283,-10.897086666666699,-37.0797183333333,135,2015-02-14 10:55:08
8970,10293,-10.903030099999999,-37.05633847,136,2015-02-19 07:37:47
8980,10303,-10.9044461,-37.06043086,136,2015-02-19 07:38:42
8990,10313,-10.90595262,-37.06106071,136,2015-02-19 07:39:37
9000,10323,-10.90950163,-37.06340254,136,2015-02-19 07:40:32
9010,10333,-10.91012601,-37.06381179,136,2015-02-19 07:41:28
9020,10343,-10.91042765,-37.06633701,136,2015-02-19 07:42:25
9030,10353,-10.91042361,-37.06646369,136,2015-02-19 07:43:20
9040,10363,-10.91091328,-37.06697284,136,2015-02-19 07:44:15
9050,10373,-10.91497647,-37.06818188,136,2015-02-19 07:45:13
9060,10383,-10.91890377,-37.06962331,136,2015-02-19 07:46:08
9070,10393,-10.92397894,-37.07145449,136,2015-02-19 07:47:04
9080,10403,-10.9258909,-37.07213927,136,2015-02-19 07:48:00
9090,10413,-10.92937983,-37.07346738,136,2015-02-19 07:48:53
9100,10423,-10.93403177,-37.07515337,136,2015-02-19 07:49:47
9110,10433,-10.9357293,-37.07577484,136,2015-02-19 07:50:41
9120,10443,-10.94182879,-37.07784683,136,2015-02-19 07:51:36
9130,10453,-10.90325151,-37.0553946,137,2015-02-19 07:37:30
9140,10463,-10.90300553,-37.05981427,137,2015-02-19 07:38:25
9150,10473,-10.90474983,-37.06053877,137,2015-02-19 07:39:19
9160,10483,-10.90822219,-37.06249937,137,2015-02-19 07:40:15
9170,10493,-10.91012587,-37.06381171,137,2015-02-19 07:41:12
9180,10503,-10.91046746,-37.06581374,137,2015-02-19 07:42:09
9190,10513,-10.91043132,-37.06633602,137,2015-02-19 07:43:03
9200,10523,-10.91091271,-37.0669725,137,2015-02-19 07:44:00
9210,10533,-10.91295821,-37.06755355,137,2015-02-19 07:44:55
9220,10543,-10.91794334,-37.06926947,137,2015-02-19 07:45:51
9230,10553,-10.92277749,-37.07100652,137,2015-02-19 07:46:48
9240,10563,-10.92589094,-37.07213972,137,2015-02-19 07:47:43
9250,10573,-10.92743468,-37.07273673,137,2015-02-19 07:48:37
9260,10583,-10.93370413,-37.07502052,137,2015-02-19 07:49:32
9270,10593,-10.93436917,-37.07527018,137,2015-02-19 07:50:25
9280,10603,-10.94065436,-37.07760968,137,2015-02-19 07:51:20
9290,10613,-10.94101967,-37.07904862,137,2015-02-19 07:52:14
9300,10623,-10.94097016,-37.07905323,139,2015-02-19 07:37:20
9310,10633,-10.94021819,-37.07993642,139,2015-02-19 07:37:47
9320,10643,-10.93762646,-37.08229541,139,2015-02-19 07:38:14
9330,10653,-10.93414162,-37.08299028,139,2015-02-19 07:38:42
9340,10663,-10.930778,-37.081838,139,2015-02-19 07:39:08
9350,10673,-10.93281139,-37.08275358,139,2015-02-19 07:39:37
9360,10683,-10.93634999,-37.08299755,139,2015-02-19 07:40:04
9370,10693,-10.93903429,-37.08198372,139,2015-02-19 07:40:32
9380,10703,-10.9400877,-37.08376335,139,2015-02-19 07:41:00
9390,10713,-10.94099057,-37.08570381,139,2015-02-19 07:41:28
9400,10723,-10.94450042,-37.08797367,138,2015-02-19 07:42:47
9410,10733,-10.94550666,-37.08833884,138,2015-02-19 07:43:14
9420,10743,-10.94464496,-37.08770551,139,2015-02-19 07:42:52
9430,10753,-10.94608977,-37.08911079999999,140,2015-02-19 07:37:25
9440,10763,-10.94381889,-37.08703895,140,2015-02-19 07:38:20
9450,10773,-10.94596096,-37.08918536,141,2015-02-19 07:37:30
9460,10783,-10.94470191,-37.08822588,141,2015-02-19 07:37:58
9470,10793,-10.94135844,-37.07909918,140,2015-02-19 07:39:53
9480,10803,-10.94363644,-37.07677944,140,2015-02-19 07:40:21
9490,10813,-10.94640328,-37.07406257,140,2015-02-19 07:40:49
9500,10823,-10.94777286,-37.07324321,140,2015-02-19 07:41:18
9510,10833,-10.94584635,-37.07120285,140,2015-02-19 07:41:46
9520,10843,-10.94442611,-37.06875188,140,2015-02-19 07:42:14
9530,10853,-10.94285149,-37.06651735,140,2015-02-19 07:42:42
9540,10863,-10.94242658,-37.06446315,140,2015-02-19 07:43:08
9550,10873,-10.94269811,-37.06186951,140,2015-02-19 07:43:37
9560,10883,-10.94281207,-37.06101271,140,2015-02-19 07:44:05
9570,10893,-10.94120926,-37.05946102,140,2015-02-19 07:44:32
9580,10903,-10.94096612,-37.05789509,140,2015-02-19 07:45:02
9590,10913,-10.94278586,-37.06136088,141,2015-02-19 07:44:00
9600,10923,-10.94131516,-37.05959102,141,2015-02-19 07:44:27
9610,10933,-10.94060715,-37.05874457,141,2015-02-19 07:44:50
9620,10943,-10.94175651,-37.05723183,141,2015-02-19 07:45:19
9630,10953,-10.94411593,-37.05184593,140,2015-02-19 07:47:32
9640,10963,-10.94315425,-37.05103445,140,2015-02-19 07:48:00
9650,10973,-10.94225078,-37.05088731,140,2015-02-19 07:48:26
9660,10983,-10.94403977,-37.05211629,141,2015-02-19 07:47:04
9670,10993,-10.94411593,-37.05184593,141,2015-02-19 07:47:32
9680,11003,-10.94315425,-37.05103445,141,2015-02-19 07:48:00
9690,11013,-10.94225078,-37.05088731,141,2015-02-19 07:48:26
9700,11023,-10.94672526,-37.04645602,140,2015-02-19 07:50:47
9710,11033,-10.94434016,-37.04690305,141,2015-02-19 07:49:37
9720,11043,-10.946375900000001,-37.04679966,141,2015-02-19 07:50:31
9730,11053,-10.94751618,-37.04591074,142,2015-02-19 07:37:47
9740,11063,-10.94777767,-37.04567523,142,2015-02-19 07:38:42
9750,11073,-10.94903724,-37.04522415,142,2015-02-19 07:39:37
9760,11083,-10.94250011,-37.04849063,142,2015-02-19 07:40:32
9770,11093,-10.94116055,-37.05018979,142,2015-02-19 07:41:28
9780,11103,-10.94058351,-37.05045166,142,2015-02-19 07:41:57
9790,11113,-10.93703404,-37.05048118,142,2015-02-19 07:42:25
9800,11123,-10.94777994,-37.04568191,143,2015-02-19 07:38:36
9810,11133,-10.948314100000001,-37.04552472,143,2015-02-19 07:39:03
9820,11143,-10.9276219,-37.04318597,142,2015-02-19 07:43:54
9830,11153,-10.94616489,-37.04564884,143,2015-02-19 07:39:59
9840,11163,-10.94299375,-37.04781082,143,2015-02-19 07:40:26
9850,11173,-10.94114891,-37.05018344,143,2015-02-19 07:40:55
9860,11183,-10.94116053,-37.05018967,143,2015-02-19 07:41:23
9870,11193,-10.94107041,-37.05024893,143,2015-02-19 07:41:51
9880,11203,-10.93781807,-37.05057763,143,2015-02-19 07:42:19
9890,11213,-10.93408022,-37.04971201,143,2015-02-19 07:42:47
9900,11223,-10.93119205,-37.04709821,143,2015-02-19 07:43:14
9910,11233,-10.92878737,-37.04396585,143,2015-02-19 07:43:43
9920,11243,-10.92562817,-37.0438739,143,2015-02-19 07:44:10
9930,11253,-10.92264998,-37.04491218,143,2015-02-19 07:44:38
9940,11263,-10.91936859,-37.04632531,143,2015-02-19 07:45:08
9950,11273,-10.91861872,-37.04663827,143,2015-02-19 07:45:35
9960,11283,-10.91775722,-37.04695043,143,2015-02-19 07:46:02
9970,11293,-10.91423347,-37.04774621,143,2015-02-19 07:46:31
9980,11303,-10.89617811,-37.05332585,142,2015-02-19 07:51:09
9990,11313,-10.90726861,-37.0481332,143,2015-02-19 07:47:37
10000,11323,-10.90335371,-37.04819336,143,2015-02-19 07:48:32
10010,11333,-10.90312813,-37.05223845,143,2015-02-19 07:49:26
10020,11343,-10.89916097,-37.052657200000006,143,2015-02-19 07:50:20
10030,11353,-10.89643269,-37.05338895,143,2015-02-19 07:51:15
10040,11363,-10.975743333333302,-37.0471033333333,145,2015-02-22 18:11:06
10050,11373,-10.975786666666698,-37.04702,145,2015-02-22 18:11:59
10060,11383,-10.975786666666698,-37.04702,145,2015-02-22 18:12:54
10070,11393,-10.9758066666667,-37.047053333333295,145,2015-02-22 18:13:49
10080,11403,-10.9758066666667,-37.047053333333295,145,2015-02-22 18:14:43
10090,11413,-10.97582,-37.047145,145,2015-02-22 18:15:36
10100,11423,-10.97582,-37.0471533333333,145,2015-02-22 18:16:28
10110,11433,-10.922715,-37.0474433333333,146,2015-02-23 05:50:32
10120,11443,-10.922688333333301,-37.047166666666705,147,2015-02-23 05:55:00
10130,11453,-10.922726666666698,-37.047298333333295,147,2015-02-23 05:55:53
10140,11463,-10.922741666666699,-37.047093333333294,147,2015-02-23 05:56:53
10150,11473,-10.9227033333333,-37.0474916666667,147,2015-02-23 05:57:46
10160,11483,-10.922741666666699,-37.0472883333333,147,2015-02-23 05:58:39
10170,11493,-10.922741666666699,-37.0472883333333,147,2015-02-23 05:59:33
10180,11503,-10.922685000000001,-37.04716,147,2015-02-23 06:00:26
10190,11513,-10.9227,-37.0473083333333,147,2015-02-23 06:01:19
10200,11523,-10.92265,-37.0472183333333,147,2015-02-23 06:02:12
10210,11533,-10.922605,-37.04722,147,2015-02-23 06:03:06
10220,11543,-10.922605,-37.04722,147,2015-02-23 06:03:59
10230,11553,-10.922691666666699,-37.04728,147,2015-02-23 06:04:52
10240,11563,-10.922691666666699,-37.04728,147,2015-02-23 06:05:44
10250,11573,-10.922668333333302,-37.0473416666667,147,2015-02-23 06:06:36
10260,11583,-10.9227,-37.047433333333295,147,2015-02-23 06:07:31
10270,11593,-10.92264,-37.047236666666706,147,2015-02-23 06:08:24
10280,11603,-10.922676666666698,-37.0473616666667,147,2015-02-23 06:09:16
10290,11613,-10.922688333333301,-37.0474016666667,147,2015-02-23 06:10:09
10300,11623,-10.922676666666698,-37.04737,147,2015-02-23 06:11:02
10310,11633,-10.922603333333301,-37.0471733333333,147,2015-02-23 06:11:55
10320,11643,-10.922576666666698,-37.0471166666667,147,2015-02-23 06:12:46
10330,11653,-10.929796666666698,-37.045598333333295,149,2015-02-23 09:28:52
10340,11663,-10.930423333333302,-37.0468266666667,149,2015-02-23 09:29:46
10350,11673,-10.93061,-37.0467316666667,149,2015-02-23 09:30:39
10360,11683,-10.932965,-37.0489433333333,149,2015-02-23 09:31:33
10370,11693,-10.940056666666699,-37.0503333333333,149,2015-02-23 09:33:33
10380,11703,-10.941201666666698,-37.0505166666667,149,2015-02-23 09:35:14
10390,11713,-10.944078333333302,-37.04694,149,2015-02-23 09:36:08
10400,11723,-10.94564,-37.046068333333295,149,2015-02-23 09:37:00
10410,11733,-10.95087,-37.045625,149,2015-02-23 09:37:51
10420,11743,-10.95645,-37.0452783333333,149,2015-02-23 09:38:43
10430,11753,-10.960256666666698,-37.0436016666667,149,2015-02-23 09:39:34
10440,11763,-10.966521666666699,-37.0425616666667,149,2015-02-23 09:40:27
10450,11773,-10.96762,-37.04172,149,2015-02-23 09:41:19
10460,11783,-10.967688333333301,-37.04166,149,2015-02-23 09:42:12
10470,11793,-10.971241666666698,-37.042131666666705,149,2015-02-23 09:43:05
10480,11803,-10.973356666666698,-37.0427233333333,149,2015-02-23 09:43:57
10490,11813,-10.976938333333301,-37.043420000000005,149,2015-02-23 09:44:49
10500,11823,-10.9791483333333,-37.04651,149,2015-02-23 09:45:40
10510,11833,-10.89670877,-37.05338853,150,2015-02-23 03:12:44
10520,11843,-10.89670687,-37.05340211,150,2015-02-23 03:13:39
10530,11853,-10.89594517,-37.05274933,150,2015-02-23 03:14:41
10540,11863,-10.89526368,-37.05141102,150,2015-02-23 03:15:45
10550,11873,-10.89648967,-37.05112038,150,2015-02-23 03:16:42
10560,11883,-10.90080407,-37.05046342,150,2015-02-23 03:17:46
10570,11893,-10.90215112,-37.05039782,150,2015-02-23 03:18:43
10580,11903,-10.90245514,-37.05040912,150,2015-02-23 03:19:38
10590,11913,-10.90469728,-37.04829035,150,2015-02-23 03:20:37
10600,11923,-10.90781924,-37.04811916,150,2015-02-23 03:21:38
10610,11933,-10.91056265,-37.04803685,150,2015-02-23 03:22:35
10620,11943,-10.9122804,-37.04806443,150,2015-02-23 03:23:32
10630,11953,-10.91468564,-37.04780959,150,2015-02-23 03:24:28
10640,11963,-10.918028199999998,-37.0469566,150,2015-02-23 03:25:26
10650,11973,-10.92225299,-37.0452924,150,2015-02-23 03:26:21
10660,11983,-10.92471547,-37.04429642,150,2015-02-23 03:27:16
10670,11993,-10.93031335,-37.04619725,150,2015-02-23 03:28:12
10680,12003,-10.93375986,-37.04969242,150,2015-02-23 03:29:06
10690,12013,-10.93827703,-37.05073743,150,2015-02-23 03:30:01
10700,12023,-10.94426256,-37.05119718,150,2015-02-23 03:31:01
10710,12033,-10.95216668,-37.05215704,150,2015-02-23 03:31:56
10720,12043,-10.95443124,-37.05304479,150,2015-02-23 03:32:54
10730,12053,-10.95443295,-37.05304829999999,150,2015-02-23 03:33:48
10740,12063,-10.949821499999999,-37.07167545,151,2015-02-23 14:41:13
10750,12073,-10.94981716,-37.0716726,151,2015-02-23 14:42:13
10760,12083,-10.94924537,-37.07131739,151,2015-02-23 14:43:10
10770,12093,-10.94979264,-37.07049347,151,2015-02-23 14:44:04
10780,12103,-10.95200976,-37.06178401,151,2015-02-23 14:44:59
10790,12113,-10.95273106,-37.05798453,151,2015-02-23 14:45:52
10800,12123,-10.95142423,-37.05822336,151,2015-02-23 14:46:50
10810,12133,-10.94440554,-37.05658539,151,2015-02-23 14:47:46
10820,12143,-10.94395249,-37.05247538,151,2015-02-23 14:48:39
10830,12153,-10.94421107,-37.05170659,151,2015-02-23 14:49:33
10840,12163,-10.94170577,-37.05074372,151,2015-02-23 14:50:27
10850,12173,-10.94169293,-37.05073985,151,2015-02-23 14:51:22
10860,12183,-10.93479006,-37.04998438,151,2015-02-23 14:52:20
10870,12193,-10.93127124,-37.04712915,151,2015-02-23 14:53:15
10880,12203,-10.92671875,-37.04341973,151,2015-02-23 14:54:11
10890,12213,-10.92069797,-37.04581536,151,2015-02-23 14:55:05
10900,12223,-10.91552744,-37.04753024,151,2015-02-23 14:55:59
10910,12233,-10.91321378,-37.04770573,151,2015-02-23 14:56:53
10920,12243,-10.90858219,-37.04787027,151,2015-02-23 14:57:49
10930,12253,-10.90356796,-37.04811388,151,2015-02-23 14:58:44
10940,12263,-10.9024527,-37.050053600000005,151,2015-02-23 14:59:39
10950,12273,-10.90314005,-37.05139313,151,2015-02-23 15:00:34
10960,12283,-10.90024718,-37.05279047,151,2015-02-23 15:01:29
10970,12293,-10.89740578,-37.05311665,151,2015-02-23 15:02:29
10980,12303,-10.89670778,-37.05337785,151,2015-02-23 15:03:23
10990,12313,-10.89670771,-37.05337683,151,2015-02-23 15:04:19
11000,12323,-10.89670824,-37.05337623,151,2015-02-23 15:05:14
11010,12333,-10.8966992,-37.05336616,151,2015-02-23 15:06:08
11020,12343,-10.89670287,-37.05335806,151,2015-02-23 15:07:04
11030,12353,-10.89662147,-37.05343659,153,2015-03-02 03:10:47
11040,12363,-10.89622852,-37.0532732,153,2015-03-02 03:11:44
11050,12373,-10.89509844,-37.05194053,153,2015-03-02 03:12:38
11060,12383,-10.89770013,-37.0509153,153,2015-03-02 03:13:35
11070,12393,-10.9015713,-37.05030184,153,2015-03-02 03:14:31
11080,12403,-10.90207183,-37.05040533,153,2015-03-02 03:15:27
11090,12413,-10.90425909,-37.04956356,153,2015-03-02 03:16:22
11100,12423,-10.90774592,-37.04810157,153,2015-03-02 03:17:21
11110,12433,-10.91038268,-37.04804871,153,2015-03-02 03:18:19
11120,12443,-10.91616986,-37.04758669,153,2015-03-02 03:19:14
11130,12453,-10.91850152,-37.04679985,153,2015-03-02 03:20:10
11140,12463,-10.92384811,-37.04462568,153,2015-03-02 03:21:06
11150,12473,-10.9275958,-37.04329578,153,2015-03-02 03:22:00
11160,12483,-10.93070971,-37.04675815,153,2015-03-02 03:22:55
11170,12493,-10.931370199999998,-37.04775085,153,2015-03-02 03:23:50
11180,12503,-10.93501142,-37.05060121,153,2015-03-02 03:24:46
11190,12513,-10.935008199999999,-37.05058685,153,2015-03-02 03:25:41
11200,12523,-10.93815691,-37.05077808,153,2015-03-02 03:26:38
11210,12533,-10.9465164,-37.05120545,153,2015-03-02 03:27:35
11220,12543,-10.95432125,-37.05288429,153,2015-03-02 03:28:31
11230,12553,-10.95444281,-37.052959,153,2015-03-02 03:29:26
11240,12563,-10.95447965,-37.05294403,153,2015-03-02 03:30:21
11250,12573,-10.95312442,-37.05614151,153,2015-03-02 03:31:15
11260,12583,-10.95160994,-37.0630326,153,2015-03-02 03:32:08
11270,12593,-10.94953099,-37.07050443,153,2015-03-02 03:33:03
11280,12603,-10.94926047,-37.07143944,153,2015-03-02 03:33:58
11290,12613,-10.94975159,-37.07165171,153,2015-03-02 03:34:54
11300,12623,-10.97559897,-37.04723394,157,2015-03-30 18:09:55
11310,12648,-10.89682651,-37.05349729,173,2015-04-16 13:06:45
11320,12662,-10.89688393,-37.05354627,180,2015-04-16 14:48:25
11330,12672,-10.89688605,-37.05356186,180,2015-04-16 14:49:20
11340,12736,-10.89676197,-37.05341817,205,2015-04-21 18:27:08
11350,12746,-10.89678023,-37.05344272,207,2015-04-21 18:30:57
11360,12756,-10.89682965,-37.05348678,207,2015-04-21 18:32:42
11370,12766,-10.89684488,-37.05350232,207,2015-04-21 18:33:54
11380,12776,-10.89686681,-37.053508799999996,207,2015-04-21 18:34:51
11390,12786,-10.89686731,-37.05350938,207,2015-04-21 18:35:59
11400,12796,-10.89686682,-37.0535089,207,2015-04-21 18:37:04
11410,12806,-10.89688022,-37.05333665,208,2015-04-24 10:40:09
11420,12816,-10.89712402,-37.05392281,208,2015-04-24 10:41:11
11430,12826,-10.8965611,-37.05575682,208,2015-04-24 10:42:14
11440,12836,-10.89745873,-37.05809087,208,2015-04-24 10:43:28
11450,12846,-10.89965258,-37.05710931,208,2015-04-24 10:44:46
11460,12856,-10.90281184,-37.05493098,208,2015-04-24 10:45:44
11470,12866,-10.90395573,-37.05453654,208,2015-04-24 10:46:53
11480,12876,-10.90509223,-37.058014899999996,208,2015-04-24 10:48:01
11490,12886,-10.90642255,-37.06088143,208,2015-04-24 10:49:24
11500,12896,-10.90764293,-37.06208956,208,2015-04-24 10:50:28
11510,12906,-10.90941396,-37.06335066,208,2015-04-24 10:51:28
11520,12916,-10.91020943,-37.06382641,208,2015-04-24 10:52:41
11530,12926,-10.91113068,-37.06417741,208,2015-04-24 10:53:41
11540,12936,-10.91152921,-37.06426605,208,2015-04-24 10:54:41
11550,12946,-10.91613907,-37.06426894,208,2015-04-24 10:55:40
11560,12956,-10.91730599,-37.06555167,208,2015-04-24 10:56:38
11570,12966,-10.9758521,-37.04714205,209,2015-04-24 15:27:37
11580,12976,-10.97584849,-37.04716233,209,2015-04-24 15:29:19
11590,12986,-10.97584255,-37.04716527,209,2015-04-24 15:30:36
11600,12996,-10.97584219,-37.04716985,209,2015-04-24 15:31:35
11610,13006,-10.97584024,-37.04717120000001,209,2015-04-24 15:32:40
11620,13016,-10.97583868,-37.04717059,209,2015-04-24 15:35:49
11630,13026,-10.9758383,-37.04717056,209,2015-04-24 15:36:55
11640,13036,-10.97583835,-37.04717058,209,2015-04-24 15:38:28
11650,13046,-10.93665663,-37.05052335,210,2015-04-29 10:17:32
11660,13056,-10.94735142,-37.04558769,210,2015-04-29 10:20:12
11670,13066,-10.95899724,-37.04425613,210,2015-04-29 10:22:31
11680,13076,-10.967646400000001,-37.04175465,210,2015-04-29 10:24:49
11690,13086,-10.97293116,-37.04261881,210,2015-04-29 10:26:56
11700,13096,-10.97900033,-37.04459733,210,2015-04-29 10:28:51
11710,13106,-10.97186865,-37.04246261,248,2015-05-05 05:02:07
11720,13116,-10.96814514,-37.04156362,248,2015-05-05 05:04:03
11730,13126,-10.95533618,-37.04449019,248,2015-05-05 05:06:40
11740,13136,-10.94328037,-37.04752048,248,2015-05-05 05:08:40
